custentity_hs_vid,salesreadines,buyingtimeframe,buyingreason,Projected Value
128901511047,Warm,,,"$15,000 - $29,000"
130154299759,Warm,,,"$15,000 - $29,000"
130669813029,,,,"$15,000 - $29,000"
131577623808,,,,"$39,000 - $44,000"
130674080616,Warm,,,
133376198006,,,,"$39,000 - $44,000"
133413648562,,,,"$39,000 - $44,000"
134561214118,Cold,,,
129207436673,Cold,,,
129065178680,Warm,,,
132350452837,Cold,,,
130096469645,,,,"$15,000 - $29,000"
128593729054,Warm,,,
128539749727,Warm,,,"$50,000 - $65,000"
133225896237,Warm,,,"$15,000 - $29,000"
128719474830,Warm,,,
128574035030,,,,"$15,000"
130070903826,Warm,,,"$15,000 - $29,000"
129301251377,Warm,,,"$39,000 - $44,000"
132903366505,,,,"$39,000 - $44,000"
135303612281,,,,"$50,000 - $65,000"
132200468797,,,,"$39,000 - $44,000"
129130375224,Warm,,,"$39,000 - $44,000"
130282605953,Hot,,,"$15,000 - $29,000"
130083448190,,,,"$15,000 - $29,000"
134279029056,,,,"$50,000 - $65,000"
129350425095,,,,"$177,000 - $200,000"
134206270901,Hot,,,
130637604472,Cold,,,
136790097231,,,,"$15,000"
140967837566,,,,"$15,000 - $29,000"
135717230963,,,,"$15,000 - $29,000"
140880780298,,,,"$15,000 - $29,000"
144563400343,,,,"$15,000 - $29,000"
136489092204,,,,"$15,000 - $29,000"
139984857742,,,,"$39,000 - $44,000"
136276102839,,,,"$15,000 - $29,000"
138802053382,,,,"$15,000 - $29,000"
135409565966,Hot,,,
138804879700,Warm,,,
144219406126,,,,"$15,000 - $29,000"
135838312875,,,,"$15,000"
144519199759,,,,"$50,000 - $65,000"
144860764238,,,,"$15,000 - $29,000"
136826895274,,,,"$15,000 - $29,000"
136941856624,,,,"$15,000 - $29,000"
138305203888,,,,"$15,000 - $29,000"
143120012427,,,,"$39,000 - $44,000"
144226409607,,,,"$177,000 - $200,000"
137343108974,,,,"$15,000 - $29,000"
138806342041,Warm,,,
139991115520,,,,"$15,000 - $29,000"
143945820855,Warm,,,
135644844878,,,,"$15,000"
138777052329,,,,"$177,000 - $200,000"
137775555449,,,,"$39,000 - $44,000"
138528015750,,,,"$39,000 - $44,000"
138969710930,,,,"$177,000 - $200,000"
140880358508,Warm,,,
139587475067,,,,"$15,000 - $29,000"
139053826619,,,,"$50,000 - $65,000"
144603211641,,,,"$50,000 - $65,000"
135678235212,,,,"$106,000 - $140,000"
140529688391,,,,"$106,000 - $140,000"
137678619144,,,,"$50,000 - $65,000"
141143260301,,,,"$15,000 - $29,000"
142704432798,,,,"$15,000 - $29,000"
143430006354,,,,"$15,000"
143582893412,,,,"$15,000 - $29,000"
144416544437,,,,"$15,000 - $29,000"
143346942838,,,,"$15,000 - $29,000"
136804020047,Cold,,,
141087605805,Warm,,,
144739747441,,,,"$177,000 - $200,000"
136786380927,,,,"$15,000 - $29,000"
137929173858,,,,"$177,000 - $200,000"
144357365508,,,,"$50,000 - $65,000"
138006490483,,,,"$15,000 - $29,000"
139164172922,Warm,,,
142434468209,,,,"$15,000 - $29,000"
139850456847,,,,"$15,000 - $29,000"
145124076199,,,,"$39,000 - $44,000"
136550564746,,,,"$15,000 - $29,000"
135520421156,,,,"$15,000 - $29,000"
140962035837,,,,"$78,000 - $107,000"
144370382756,,,,"$15,000 - $29,000"
139598293046,,,,"$15,000 - $29,000"
135742217322,,,,"$15,000 - $29,000"
139934169136,,,,"$15,000 - $29,000"
141886318238,Cold,,,
144873410218,,,,"$15,000"
139881390106,,,,"$15,000 - $29,000"
142163072517,,,,"$15,000 - $29,000"
138342573636,,,,"$15,000 - $29,000"
139297068888,,,,"$15,000 - $29,000"
140777397860,,,,"$78,000 - $107,000"
138140095318,,,,"$15,000 - $29,000"
144671044237,,,,"$15,000 - $29,000"
139733018913,,,,"$8,000 - $13,000"
140268452931,,,,"$15,000 - $29,000"
141009786931,,,,"$106,000 - $140,000"
136326567787,Warm,,,"$15,000 - $29,000"
139542987136,,,,"$39,000 - $44,000"
139146433837,,,,"$39,000 - $44,000"
139545462882,,,,"$15,000 - $29,000"
135338451997,,,,"$177,000 - $200,000"
140722730580,,,,"$15,000"
139931692923,,,,"$50,000 - $65,000"
141329245972,,,,"$177,000 - $200,000"
141504520102,,,,"$177,000 - $200,000"
140280180897,,,,"$15,000"
137924877071,,,,"$15,000"
139619399437,,,,"$177,000 - $200,000"
144289632149,,,,"$78,000 - $107,000"
143929848609,,,,"$39,000 - $44,000"
144682832899,,,,"$15,000 - $29,000"
137501348976,,,,"$50,000 - $65,000"
136152675234,,,,"$39,000 - $44,000"
137418816824,,,,"$39,000 - $44,000"
137906306838,,,,"$15,000"
140765266062,,,,"$15,000 - $29,000"
139512224605,,,,"$15,000 - $29,000"
139288980118,,,,"$15,000 - $29,000"
136563357988,,,,"$39,000 - $44,000"
140173073443,Warm,,,
136623870082,Cold,,,
141439735471,Warm,,,
137669646620,,,,"$15,000 - $29,000"
136773816760,,,,"$39,000 - $44,000"
155497862976,,,,"$50,000 - $65,000"
154390913357,,,,"$39,000 - $44,000"
153133082452,Warm,,,"$15,000 - $29,000"
149875747168,,,,"$50,000 - $65,000"
147360139378,,,,"$15,000 - $29,000"
150217014154,,,,"$15,000 - $29,000"
150293346822,,,,"$15,000 - $29,000"
148581257487,,,,"$15,000 - $29,000"
145363068001,Warm,,,"$15,000"
145747861006,,,,"$15,000 - $29,000"
145863606800,,,,"$15,000 - $29,000"
152424956167,Warm,,,
152466931078,,,,"$78,000 - $107,000"
150603881399,,,,"$15,000 - $29,000"
152438626054,,,,"$15,000 - $29,000"
153202127492,,,,"$39,000 - $44,000"
146434454563,,,,"$50,000 - $65,000"
146635999010,,,,"$15,000 - $29,000"
154670823695,Warm,,,"$15,000 - $29,000"
146202257476,,,,"$39,000 - $44,000"
146704212049,,,,"$15,000 - $29,000"
146840309577,,,,"$15,000 - $29,000"
149323832956,,,,"$50,000 - $65,000"
149562113152,,,,"$39,000 - $44,000"
146926492830,,,,"$15,000 - $29,000"
148221478318,,,,"$50,000 - $65,000"
148483015513,,,,"$15,000 - $29,000"
152961822302,,,,"$39,000 - $44,000"
152341100882,,,,"$177,000 - $200,000"
155278745663,Warm,,,
150223646580,,,,"$15,000 - $29,000"
148190711211,,,,"$15,000"
154238416931,,,,"$177,000 - $200,000"
152739881591,,,,"$15,000 - $29,000"
145279679264,,,,"$15,000 - $29,000"
146920046698,,,,"$15,000 - $29,000"
147790631544,,,,"$39,000 - $44,000"
148207475623,,,,"$15,000 - $29,000"
154100161110,,,,"$15,000"
145409908056,,,,"$50,000 - $65,000"
154049611603,,,,"$50,000 - $65,000"
148569263660,Warm,,,
150892711854,,,,"$39,000 - $44,000"
148868563212,,,,"$15,000 - $29,000"
154288723968,,,,"$177,000 - $200,000"
150009073519,,,,"$15,000 - $29,000"
154374369336,,,,"$39,000 - $44,000"
148648728957,,,,"$39,000 - $44,000"
150645241726,,,,"$15,000 - $29,000"
155499218464,,,,"$50,000 - $65,000"
149226481462,,,,"$15,000 - $29,000"
148227515818,,,,"$50,000 - $65,000"
153827528048,Warm,,,"$39,000 - $44,000"
146310948458,Cold,,,
145573160317,,,,"$15,000 - $29,000"
152692962458,,,,"$39,000 - $44,000"
147525450140,,,,"$50,000 - $65,000"
150854021930,,,,"$15,000 - $29,000"
147401275515,Cold,,,
152196672286,,,,"$15,000 - $29,000"
146562266697,,,,"$15,000 - $29,000"
147118353771,,,,"$39,000 - $44,000"
150889309745,,,,"$39,000 - $44,000"
152183032665,,,,"$15,000"
152244896022,Warm,,,"$15,000"
152654750584,,,,"$39,000 - $44,000"
150260812965,Cold,,,
145713096881,,,,"$15,000 - $29,000"
152899667995,,,,"$39,000 - $44,000"
148015427208,Warm,,,
148172236068,Warm,,,
146908802455,,,,"$39,000 - $44,000"
148255236185,,,,"$39,000 - $44,000"
154980592767,,,,"$39,000 - $44,000"
149324111237,,,,"$15,000 - $29,000"
146104362386,,,,"$39,000 - $44,000"
146891800706,,,,"$15,000 - $29,000"
152665190783,,,,"$39,000 - $44,000"
150883534508,,,,"$50,000 - $65,000"
153442023723,,,,"$15,000 - $29,000"
154022448003,,,,"$15,000 - $29,000"
153001090150,,,,"$39,000 - $44,000"
148222506822,Warm,,,
148220537695,Cold,,,
152680679556,Warm,,,
149713758565,,,,"$15,000 - $29,000"
149578431573,,,,"$15,000 - $29,000"
146101114247,,,,"$177,000 - $200,000"
154043819380,,,,"$15,000 - $29,000"
151474911319,Hot,,,
152521569074,,,,"$177,000 - $200,000"
153846672181,,,,"$15,000 - $29,000"
145736451137,,,,"$15,000 - $29,000"
151665793070,,,,"$39,000 - $44,000"
147933271637,,,,"$15,000 - $29,000"
149291671726,,,,"$15,000 - $29,000"
148928834828,,,,"$15,000 - $29,000"
150601015902,Warm,,,"$75,001 – $125,000"
151212120361,,,,"$50,000 - $65,000"
153706028875,,,,"$15,000 - $29,000"
156398108714,Cold,,,
160111815752,,,,"$39,000 - $44,000"
163768657020,Cold,,,
156086881443,,,,"$50,000 - $65,000"
157155280641,,,,"$39,000 - $44,000"
161305288100,,,,"$177,000 - $200,000"
160081883825,,,,"$39,000 - $44,000"
163532643192,,,,"$177,000 - $200,000"
159806547202,Cold,,,
163603112624,,,,"$39,000 - $44,000"
159562833297,,,,"$15,000 - $29,000"
163797797409,,,,"$39,000 - $44,000"
160939072433,,,,"$50,000 - $65,000"
155899607124,,,,"$15,000 - $29,000"
160434365870,,,,"$15,000"
160663128139,,,,"$15,000"
156676232119,Hot,,,
157883632522,Warm,,,
158415643741,,,,"$15,000 - $29,000"
157935532463,,,,"$15,000 - $29,000"
157743404071,,,,"$15,000"
156136000373,,,,"$15,000 - $29,000"
156364060514,,,,"$15,000 - $29,000"
156823189511,,,,"$15,000 - $29,000"
157020296262,,,,"$15,000 - $29,000"
162416853160,Warm,,,
162121240394,,,,"$39,000 - $44,000"
161902603340,,,,"$15,000"
159921462136,,,,"$15,000 - $29,000"
163317418506,,,,"$15,000 - $29,000"
160163509505,,,,"$15,000 - $29,000"
162189488448,Warm,,,
158206086057,,,,"$15,000 - $29,000"
161973549593,Warm,,,
163551718152,,,,"$177,000 - $200,000"
162031303061,,,,"$50,000 - $65,000"
160980621687,,,,"$50,000 - $65,000"
157159634482,,,,"$15,000 - $29,000"
158198349847,,,,"$15,000 - $29,000"
161898639780,,,,"$15,000 - $29,000"
159386888827,Cold,,,
163860495761,,,,"$15,000 - $29,000"
155856678554,,,,"$39,000 - $44,000"
156180517703,,,,"$15,000 - $29,000"
163317192233,,,,"$15,000 - $29,000"
156401021028,,,,"$15,000 - $29,000"
159030895524,,,,"$39,000 - $44,000"
159692504884,,,,"$39,000 - $44,000"
156973772548,,,,"$15,000"
159014629977,,,,"$50,000 - $65,000"
160410236011,Hot,,,"$15,000 - $29,000"
163532242206,,,,"$15,000 - $29,000"
158272703854,,,,"$15,000 - $29,000"
161562576199,,,,"$15,000 - $29,000"
161010499419,,,,"$15,000 - $29,000"
158463468928,Warm,,,
163313170066,,,,"$78,000 - $107,000"
158713218465,,,,"$15,000"
161744749832,,,,"$177,000 - $200,000"
156232429467,,,,"$15,000 - $29,000"
161766451381,,,,"$15,000 - $29,000"
160051497322,,,,"$106,000 - $140,000"
156460562753,,,,"$39,000 - $44,000"
160488257881,,,,"$15,000 - $29,000"
160419932746,,,,"$15,000 - $29,000"
158178646182,,,,"$15,000 - $29,000"
157367334747,,,,"$15,000 - $29,000"
163577675125,,,,"$50,000 - $65,000"
163293626521,Warm,,,
163503730434,,,,"$39,000 - $44,000"
157030203693,,,,"$50,000 - $65,000"
159264184697,,,,"$15,000 - $29,000"
161756142991,,,,"$15,000"
163533129136,,,,"$15,000"
160286660660,,,,"$15,000 - $29,000"
156763994942,,,,"$39,000 - $44,000"
157290629549,,,,"$15,000 - $29,000"
160120715036,,,,"$39,000 - $44,000"
158181933198,Warm,,,
163840475210,,,,"$15,000 - $29,000"
162753026879,,,,"$15,000 - $29,000"
156471015052,,,,"$50,000 - $65,000"
158170483545,Warm,,,
156761597253,Warm,,,
157034165514,,,,"$15,000 - $29,000"
161726396508,,,,"$39,000 - $44,000"
157872210960,,,,"$50,000 - $65,000"
160854995279,,,,"$50,000 - $65,000"
157386856455,,,,"$15,000 - $29,000"
159667938358,,,,"$39,000 - $44,000"
157569484818,,,,"$39,000 - $44,000"
158778136356,,,,"$15,000 - $29,000"
160415600712,,,,"$177,000 - $200,000"
159845944389,Warm,,,
160100223869,,,,"$15,000 - $29,000"
157432520803,,,,"$15,000 - $29,000"
159710269610,,,,"$15,000 - $29,000"
162249461518,,,,"$15,000 - $29,000"
158789369419,,,,"$15,000 - $29,000"
162956705826,,,,"$39,000 - $44,000"
166420209486,,,,"$15,000 - $29,000"
166919206413,,,,"$50,000 - $65,000"
167814411431,,,,"$15,000 - $29,000"
169847174540,,,,"$15,000"
166017589063,,,,"$39,000 - $44,000"
173950904943,,,,"$39,000 - $44,000"
168570743724,,,,"$39,000 - $44,000"
169171858524,,,,"$15,000 - $29,000"
171264099858,,,,"$15,000 - $29,000"
166336465232,,,,"$106,000 - $140,000"
167574313481,,,,"$50,000 - $65,000"
171891823497,,,,"$15,000 - $29,000"
169172906858,,,,"$39,000 - $44,000"
166603550028,,,,"$39,000 - $44,000"
173968658762,,,,"$15,000 - $29,000"
166358549934,,,,"$15,000 - $29,000"
169787569720,,,,"$39,000 - $44,000"
172920738185,,,,"$15,000 - $29,000"
173981431922,Warm,,,"$15,000"
164168854362,,,,"$15,000 - $29,000"
172566982570,,,,"$39,000 - $44,000"
172654403424,Cold,,,
172841194817,,,,"$15,000 - $29,000"
171883257198,,,,"$15,000 - $29,000"
166811991215,,,,"$15,000 - $29,000"
169803331430,Warm,,,
166521836557,,,,"$15,000 - $29,000"
170494783027,,,,"$177,000 - $200,000"
169151859279,,,,"$39,000 - $44,000"
171495839873,Warm,,,
172476169757,Cold,,,
171988723235,,,,"$15,000 - $29,000"
166378840969,,,,"$15,000 - $29,000"
167720510611,,,,"$15,000 - $29,000"
167871151264,Warm,,,"$15,000 - $29,000"
171516909682,,,,"$50,000 - $65,000"
169923241331,,,,"$50,000 - $65,000"
172450295706,Cold,,,
166379792193,,,,"$39,000 - $44,000"
168512643168,,,,"$15,000 - $29,000"
167557963386,,,,"$39,000 - $44,000"
170361180689,,,,"$50,000 - $65,000"
173645887321,,,,"$15,000 - $29,000"
164217922925,,,,"$15,000 - $29,000"
166454788658,,,,"$15,000 - $29,000"
172304239717,,,,"$39,000 - $44,000"
171567616110,,,,"$15,000 - $29,000"
170346681380,,,,"$125,001 – $200,000"
165509301313,,,,"$15,000 - $29,000"
171284079887,,,,"$15,000"
164381743949,,,,"$15,000 - $29,000"
166271679541,Warm,,,
169846157885,,,,"$39,000 - $44,000"
164865918053,,,,"$50,000 - $65,000"
165583234599,,,,"$177,000 - $200,000"
170636388375,,,,"$15,000"
171577029216,Warm,,,
168211791488,,,,"$15,000 - $29,000"
166311403871,,,,"$15,000 - $29,000"
165768836139,,,,"$50,000 - $65,000"
170838314876,,,,"$15,000 - $29,000"
171891954747,,,,"$15,000 - $29,000"
170274328734,,,,"$50,000 - $65,000"
166716844192,,,,"$50,000 - $65,000"
165642088076,,,,"$15,000 - $29,000"
165617787158,,,,"$15,000 - $29,000"
164394672674,,,,"$39,000 - $44,000"
172813858053,,,,"$15,000"
164331551099,Hot,,,"$39,000 - $44,000"
170366986815,,,,"$50,000 - $65,000"
165489283195,,,,"$15,000 - $29,000"
170683267344,,,,"$39,000 - $44,000"
164912722956,,,,"$15,000 - $29,000"
165173053320,,,,"$15,000 - $29,000"
172791539128,,,,"$106,000 - $140,000"
173003897923,,,,"$15,000 - $29,000"
173921018217,,,,"$177,000 - $200,000"
171719408290,,,,"$177,000 - $200,000"
165467771718,,,,"$15,000 - $29,000"
170688457266,,,,"$15,000 - $29,000"
172680058990,,,,"$177,000 - $200,000"
171324039237,,,,"$15,000 - $29,000"
172326402443,,,,"$39,000 - $44,000"
173900504499,,,,"$15,000 - $29,000"
171806260869,Warm,,,
168117281367,,,,"$50,000 - $65,000"
168669124787,,,,"$15,000 - $29,000"
166289824869,,,,"$15,000 - $29,000"
167692782213,,,,"$177,000 - $200,000"
165817381810,,,,"$15,000 - $29,000"
164414025241,,,,"$15,000 - $29,000"
165495089801,,,,"$15,000 - $29,000"
170312602273,,,,"$39,000 - $44,000"
165681427371,,,,"$15,000 - $29,000"
167654574391,,,,"$15,000 - $29,000"
166555458221,,,,"$39,000 - $44,000"
171545190197,,,,"$15,000 - $29,000"
173970085553,,,,"$15,000 - $29,000"
172558498456,,,,"$15,000 - $29,000"
172552374842,,,,"$15,000"
176748128815,,,,"$15,000 - $29,000"
182519609658,,,,"$15,000"
180981220973,,,,"$177,000 - $200,000"
178931647262,,,,"$15,000 - $29,000"
180850890117,,,,"$15,000 - $29,000"
183073822210,Warm,,,"$15,000 - $29,000"
177218902800,,,,"$177,000 - $200,000"
180448416912,,,,"$106,000 - $140,000"
177256088651,,,,"$50,000 - $65,000"
181859706027,,,,"$39,000 - $44,000"
174501067019,,,,"$15,000 - $29,000"
181804298104,Warm,,,"$50,000 - $65,000"
178303298473,,,,"$177,000 - $200,000"
181877287844,Warm,,,
176808773504,Warm,,,"$15,000"
183083347596,Cold,,,
175197634692,,,,"$39,000 - $44,000"
179653498171,,,,"$39,000 - $44,000"
177445784704,,,,"$15,000 - $29,000"
182479415690,,,,"$15,000 - $29,000"
174280544388,,,,"$39,000 - $44,000"
183492959848,,,,"$39,000 - $44,000"
174984891532,Cold,,,
183079869197,,,,"$15,000 - $29,000"
181626922164,Warm,,,
181469755915,,,,"$15,000 - $29,000"
176348406099,,,,"$15,000 - $29,000"
174463768487,Warm,,,"$15,000 - $29,000"
175743818069,Hot,,,
183355120292,,,,"$15,000"
178829128770,,,,"$15,000"
181563359311,,,,"$177,000 - $200,000"
181583836279,,,,"$15,000"
178665919513,,,,"$15,000 - $29,000"
174118360841,,,,"$15,000 - $29,000"
174469154662,,,,"$15,000 - $29,000"
178160294500,,,,"$15,000 - $29,000"
183817331220,Warm,,,
179556307502,,,,"$15,000 - $29,000"
179264172212,,,,"$15,000 - $29,000"
180489937998,Warm,,,
181084223538,Hot,,,
182199312562,,,,"$78,000 - $107,000"
181411221593,,,,"$15,000 - $29,000"
182180604260,,,,"$15,000 - $29,000"
175588456009,,,,"$15,000 - $29,000"
179963806471,Warm,,,"$39,000 - $44,000"
176063514264,Warm,,,
179324084512,Warm,,,"$15,000 - $29,000"
174770313137,Warm,,,"$15,000"
178445412227,,,,"$15,000 - $29,000"
183220901746,,,,"$50,000 - $65,000"
181748541871,,,,"$15,000 - $29,000"
174761305897,,,,"$15,000 - $29,000"
174310477572,Warm,,,"$106,000 - $140,000"
174760177713,,,,"$39,000 - $44,000"
180384066572,,,,"$15,000 - $29,000"
176734042530,,,,"$177,000 - $200,000"
174832900432,,,,"$15,000"
176072631856,Hot,,,"$15,000 - $29,000"
179291362584,,,,"$15,000 - $29,000"
179248169371,,,,"$15,000 - $29,000"
174484498568,Warm,,,
174513836107,,,,"$78,000 - $107,000"
173997726605,,,,"$15,000 - $29,000"
174534010521,,,,"$39,000 - $44,000"
178014965268,,,,"$39,000 - $44,000"
180304204388,,,,"$15,000 - $29,000"
174143588439,,,,"$39,000 - $44,000"
182459766427,,,,"$15,000"
174313176626,,,,"$15,000 - $29,000"
180045826674,,,,"$15,000 - $29,000"
175319864326,,,,"$15,000"
179269900726,,,,"$15,000 - $29,000"
179226136915,,,,"$15,000 - $29,000"
181887855271,,,,"$177,000 - $200,000"
176443246381,,,,"$39,000 - $44,000"
177037927602,,,,"$15,000"
180147847515,,,,"$15,000 - $29,000"
180250113091,,,,"$15,000 - $29,000"
183502076268,Warm,,,
181266568872,,,,"$15,000 - $29,000"
175539860226,,,,"$39,000 - $44,000"
174588181428,,,,"$15,000 - $29,000"
174927810931,Warm,,,
177013775143,Warm,,,"$15,000"
183369666392,,,,"$15,000 - $29,000"
177075255926,Warm,,,"$50,000 - $65,000"
178851053458,Cold,,,
181974010039,,,,"$15,000 - $29,000"
183702672192,Warm,,,"$39,000 - $44,000"
175572888638,,,,"$15,000 - $29,000"
181945125903,,,,"$15,000 - $29,000"
183052130568,,,,"$15,000"
183790185840,Warm,,,
183739854974,Warm,,,
177466732558,,,,"$15,000"
178871502921,,,,"$15,000 - $29,000"
184067521687,Warm,,,"$39,000 - $44,000"
174572845197,,,,"$15,000 - $29,000"
185182426513,Cold,,,
185953950098,,,,"$15,000 - $29,000"
187153941523,Hot,,,"$15,000 - $29,000"
185153432365,Hot,,,
185131084941,,,,"$15,000 - $29,000"
189754522214,Cold,,,
184199863307,,,,"$177,000 - $200,000"
185022984474,Warm,,,
185561489012,,,,"$15,000 - $29,000"
185759761410,Warm,,,"$15,000 - $29,000"
187889476654,Warm,,,
190545184606,,,,"$15,000 - $29,000"
185708955171,,,,"$15,000 - $29,000"
190948056670,Warm,,,"$39,000 - $44,000"
187586495285,Warm,,,
186430249769,,,,"$15,000 - $29,000"
190960642070,Warm,,,
187454539554,Warm,,,
188191433758,Cold,,,
191483528259,Cold,,,
190975174153,,,,"$15,000 - $29,000"
186565581856,,,,"$15,000 - $29,000"
186446995484,,,,"$15,000 - $29,000"
189183656760,Cold,,,
185951535510,,,,"$39,000 - $44,000"
185481618580,Cold,,,
184404484676,,,,"$15,000 - $29,000"
191467847748,Warm,,,
190908947224,Hot,,,"$15,000"
190278995091,,,,"$15,000 - $29,000"
191249303368,,,,"$39,000 - $44,000"
184168305954,Warm,,,
191635605303,Hot,,,"$15,000 - $29,000"
185468502692,Warm,,,"$78,000 - $107,000"
189186780172,Cold,,,
185681304854,Cold,,,
185678604854,Warm,,,"$15,000 - $29,000"
185990957456,,,,"$15,000"
185277623576,,,,"$39,000 - $44,000"
185289353579,,,,"$15,000 - $29,000"
186424399755,Cold,,,
191502679868,,,,"$15,000 - $29,000"
184554187527,Warm,,,"$15,000 - $29,000"
185166643589,Cold,,,
187489980427,Cold,,,
185185647786,Cold,,,
186397406590,Cold,,,
184614209421,Warm,,,"$15,000 - $29,000"
187208535338,Cold,,,
190538328406,Warm,,,"$15,000"
184699810394,,,,"$39,000 - $44,000"
190155734670,Warm,,,
191276702558,,,,"$15,000 - $29,000"
189435178642,Hot,,,
184483743152,Cold,,,
185157453464,Warm,,,
190554131787,,,,"$15,000 - $29,000"
191692240903,Warm,,,
190906648405,Hot,,,
187144185877,,,,"$15,000"
185185375837,Cold,,,
190925055158,Warm,,,
190087005847,,,,"$15,000 - $29,000"
187247509074,,,,"$39,000 - $44,000"
190978884006,Warm,,,
190593270179,,,,"$39,000 - $44,000"
184547182413,,,,"$15,000 - $29,000"
190884593932,,,,"$15,000 - $29,000"
190147630909,,,,"$15,000"
185706254358,,,,"$15,000 - $29,000"
191107905294,Warm,,,"$15,000 - $29,000"
187142378863,Warm,,,
191485251215,,,,"$39,000 - $44,000"
184890409397,Warm,,,
185184426559,Cold,,,
184743853171,,,,"$15,000 - $29,000"
185529567382,Cold,,,
191459263778,,,,"$50,000 - $65,000"
191456374600,Warm,,,
187694110082,Warm,,,
184546804776,Warm,,,
191701086090,Cold,,,
187445559146,Warm,,,"$50,000 - $65,000"
184754902665,,,,"$15,000"
187449613842,Cold,,,
187693204896,,,,"$177,000 - $200,000"
190479458993,Cold,,,
191192787262,Warm,,,"$15,000 - $29,000"
190360181660,Warm,,,"$15,000"
190529809587,,,,"$15,000 - $29,000"
185426544265,Hot,,,
191617384329,Warm,,,
185766247489,Cold,,,
184612231803,,,,"$15,000 - $29,000"
184708141747,Warm,,,"$15,000 - $29,000"
190662399362,,,,"$15,000 - $29,000"
185721642242,,,,"$15,000"
186504811100,,,,"$39,000 - $44,000"
190937162858,,,,"$15,000 - $29,000"
189430713378,,,,"$15,000 - $29,000"
195595806791,Cold,,,
195511419722,Warm,,,
195616246154,Cold,,,
192477064621,,,,"$15,000 - $29,000"
194047238199,Warm,,,"$50,000 - $65,000"
195573976372,Cold,,,
196052794764,,,,"$15,000 - $29,000"
194623455313,Warm,,,
193554066073,,,,"$39,000 - $44,000"
194721461356,Hot,,,
192126758046,,,,"Under $8,000"
193537260162,Cold,,,
195258823267,Warm,,,"$177,000 - $200,000"
193610264355,,,,"$50,000 - $65,000"
194787856496,Cold,,,
192116387851,,,,"$15,000"
194835012639,Warm,,,
196402918792,Cold,,,
197052985420,Warm,,,"$15,000 - $29,000"
193193317169,,,,"$177,000 - $200,000"
192093831338,,,,"$15,000 - $29,000"
